rank,gender,gender_dist_raw_html,forename_URL,name,incidence,frequency,Definition,approximate_usage,most_prevalent,highest_density,world_most_common_rank
297,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/lawrence,Lawrence,"110,880","1:1,601","A male name. Latin Laurentius ‘of Laurentium’, the name of a city, probably ultimately derived from laurus ‘a bay tree’. St Laurence the Deacon, martyred in Rome in 258, was a favourite saint in the Middle Ages, and there are 237 churches dedicated to him in England.","1,073,043",United States,Dominica,806th 
298,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/oluwakemi,Oluwakemi,"110,266","1:1,610",,"111,947",Nigeria,Nigeria,"9,193rd "
299,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/caroline,Caroline,"110,212","1:1,611","A female name. originally an It f. form (Carolina) of Charles (Carlo), which spread to south Germany and was introduced to England by the queen of George II, Caroline of Brandenburg-Ansbach. It became a favourite English christian name in the 18th C.","1,701,247",France,Saint Barthelemy,400th 
300,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/adebayo,Adebayo,"109,829","1:1,617",,"116,466",Nigeria,Nigeria,"8,853rd "
301,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fatai,Fatai,"108,971","1:1,629",,"113,677",Nigeria,Nigeria,"9,058th "
302, ,"<div class=""m"" style=""width:48px;"">&nbsp;</div>",https://forebears.io/forenames/promise,Promise,"108,173","1:1,641",,"165,159",Nigeria,Malawi,"6,372nd "
303,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/julius,Julius,"107,882","1:1,646","A male name. the name of a Roman gens, of which the most famous member was Caius Julius Caesar. The Romans supposed the name to be derived from Greek ίουλος ‘downy’, but there is no good evidence of this. It was first used as a christian name in Italy in the Renaissance period (Giulio), and the first instance recorded in England is Cesare Adelmare (1558-1636), a Venetian physician to Queen Elizabeth, who later dropped his patronymic, adopted the christian name of Julius, and in due course became Sir Julius Caesar.","955,470",Uganda,Uganda,949th 
304,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/matthew,Matthew,"107,678","1:1,649","A male name. Hebrew Mattathiah ‘gift of Jehovah’, became Ματθίος or Ματθίας in Greek and Matthaeus or Matthias in Latin. The name was introduced into England by the Normans and Matthiu seu Macy is a tenant mentioned in Domesday Book. Matheu (latinized as Matheus) was the usual French form, together with the nickname Macy and Macey.","1,662,801",United States,Malta,417th 
305,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abraham,Abraham,"107,497","1:1,652","A male name. Hebrew. The name of the patriarch was originally Abram, ‘high father’, but was changed to Abraham, ‘father of a multitude’. Abraham occurs as the name of a priest in Domesday Book, and was in general though not frequent use in the 13th C.","1,193,588",Mexico,Eritrea,688th 
306,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jonathan,Jonathan,"106,896","1:1,661","A male name. Hebrew ‘Jah gave'. The name of the s. of Saul and friend of David. Jonathas (the Greek form) is found as a christian name in the 13th C, but its general use is subsequent to the Reformation.","2,164,306",United States,Isle of Man,275th 
307,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/kafayat,Kafayat,"106,506","1:1,667",,"110,565",Nigeria,Nigeria,"9,294th "
308,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/alhassan,Alhassan,"106,238","1:1,671",,"196,961",Nigeria,Sierra Leone,"5,308th "
309, ,"<div class=""m"" style=""width:5px;"">&nbsp;</div>",https://forebears.io/forenames/bola,Bola,"106,184","1:1,672",,"128,262",Nigeria,Nigeria,"8,117th "
310,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/olalekan,Olalekan,"104,645","1:1,697",,"107,614",Nigeria,Nigeria,"9,530th "
311,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adenike,Adenike,"104,209","1:1,704",,"107,299",Nigeria,Nigeria,"9,553rd "
312,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/chukwuemeka,Chukwuemeka,"104,157","1:1,705",,"105,713",Nigeria,Nigeria,"9,701st "
313,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/monica,Monica,"104,148","1:1,705","A female name. the name of the mother of St Augustine; the etymology is unknown; it is possibly of African origin. Monique is not uncommon in France. Monica occurs at Croston, Lancs, in c.1640, and again at the end of the 18th C. It has become something of a favourite in the present century.","2,925,390",United States,San Marino,169th 
314,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sabiu,Sabiu,"103,990","1:1,708",,"104,038",Nigeria,Nigeria,"9,832nd "
315,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/amarachi,Amarachi,"103,152","1:1,721",,"103,479",Nigeria,Nigeria,"9,881st "
316,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adijat,Adijat,"102,990","1:1,724",,"103,168",Nigeria,Nigeria,"9,903rd "
317,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/lucy,Lucy,"102,581","1:1,731","A female name. Latin f. of Lucius (q.v.). St Lucia was a virgin martyred at Syracuse under Diocletian; she is said to have had her eyes put out, and was consequently regarded as the patroness of those suffering from diseases of the eyes. She was a popular saint in the Middle Ages and from the 12th C onwards Lucy or Luce was a favourite name in England.","1,283,943",Kenya,Kenya,623rd 
318,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/paulina,Paulina,"102,396","1:1,734","A female name. Latin Paulina, f. of Paulinus (q.v.). St Paulina was a 4th-C martyr, and the name is occasionally met with in the 12th and 13th C. It has been most common in France, where Pauline is regarded as a f. form of Paul. Paulina and Pauline are both occasionally used in England.","1,057,774",Poland,Poland,826th 
319,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/jamiu,Jamiu,"102,060","1:1,740","
Jamiu is a male given name of Arabic origin, which means 'gatherer'. It is common among Yoruba Muslims in Nigeria.
","102,954",Nigeria,Nigeria,"9,918th "
320,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/thomas,Thomas,"101,641","1:1,747","A male name. an Aramaic word signifying ‘twin’; in the Gospels the name of one of the twelve apostles, also known as Didymus, the Greek for a twin. Eusebius says that his real name was Judah, and his nickname may well have been used by his companions to distinguish him from the two other Judahs, Judah the brother of James (St Jude), and Judah of Kerioth (Judas Iscariot).","6,330,952",United States,Palau,53rd 
321,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/modupe,Modupe,"100,528","1:1,766",,"104,017",Nigeria,Nigeria,"9,835th "
322,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/fati,Fati,"100,397","1:1,769",,"477,755",Niger,Niger,"2,118th "
323,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/adekunle,Adekunle,"100,141","1:1,773",,"103,609",Nigeria,Nigeria,"9,874th "
324,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/amaka,Amaka,"100,095","1:1,774",,"104,100",Nigeria,Nigeria,"9,831st "
325,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nnamdi,Nnamdi,"99,716","1:1,781","
The name Nnamdi means 'my father lives', 'my father is alive'. In this context, 'father' refers to 'God'. So it can mean 'God lives'.
","102,038",Nigeria,Nigeria,"9,997th "
326,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/doris,Doris,"99,596","1:1,783","A female name. this is a puzzling name. The first 0 urrence noted is Doris Dorcis Tabitha Mann, a New Englander in 1819. The name is not mentioned by Charlotte Mary Yonge, History of ChristianNames, 2 vols. 1863. Revised ed. 1884, and seems to have leaped into sudden popularity towards the end of the 19th C.","1,757,059",United States,Liechtenstein,382nd 
327,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/hannah,Hannah,"99,535","1:1,784","A female name. Hebrew Chaanach ‘grace’, the name of the mother of the prophet Samuel. The Greek form of the name, Anna (q.v.), was that in which it became acclimatized in Europe, but Hannah came into use at the Reformation, and was common in the 17th C.","539,479",Nigeria,Sierra Leone,"1,851st "
328,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sabo,Sabo,"98,589","1:1,801",,"123,554",Nigeria,Nigeria,"8,379th "
329, ,"<div class=""m"" style=""width:34px;"">&nbsp;</div>",https://forebears.io/forenames/olayinka,Olayinka,"98,568","1:1,801",,"102,354",Nigeria,Nigeria,"9,975th "
330,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/sunusi,Sunusi,"98,440","1:1,804",,"100,070",Nigeria,Nigeria,"10,181st "
331,95%,"<div class=""m"" style=""width:95px;"">95%</div>",https://forebears.io/forenames/lawali,Lawali,"98,125","1:1,810",,"162,874",Nigeria,Niger,"6,462nd "
332,99%,"<div class=""m"" style=""width:99px;"">99%</div>",https://forebears.io/forenames/chijioke,Chijioke,"97,896","1:1,814",,"99,146",Nigeria,Nigeria,"10,274th "
333,67%,"<div class=""m"" style=""width:67px;"">67%</div>",https://forebears.io/forenames/chinonso,Chinonso,"97,826","1:1,815",,"98,051",Nigeria,Nigeria,"10,376th "
334,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bolanle,Bolanle,"97,825","1:1,815",,"99,714",Nigeria,Nigeria,"10,214th "
335,81%,"<div class=""m"" style=""width:81px;"">81%</div>",https://forebears.io/forenames/onyeka,Onyeka,"97,185","1:1,827",,"97,979",Nigeria,Nigeria,"10,387th "
336,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/tajudeen,Tajudeen,"97,002","1:1,831",,"99,931",Nigeria,Nigeria,"10,196th "
337,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/edith,Edith,"97,000","1:1,831","A female name. Old English Eadgyth, compound of ead ‘rich', ‘happy’, and guth 'war'. A fairly common Old English name which survived the Norman Conquest, probably on account of the popularity of St Eadgyth (962-84), d. of King Edgar. The marriage of Henry I to the English princess Eadgyth may also have helped to perpetuate the name, though she was usually known as Matilda or Mold.","1,536,530",Germany,Liechtenstein,473rd 
338,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/isiaka,Isiaka,"96,992","1:1,831",,"100,493",Nigeria,Nigeria,"10,145th "
339,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/asmau,Asmau,"96,822","1:1,834",,"98,714",Nigeria,Nigeria,"10,325th "
340,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/abbas,Abbas,"96,481","1:1,840","A Persian name, meaning: The celebrated ruler who consolidated the Persian monarchy.","1,316,612",Iran,Iraq,592nd 
341,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/yusif,Yusif,"96,103","1:1,848",,"140,343",Nigeria,Azerbaijan,"7,454th "
342, ,"<div class=""m"" style=""width:7px;"">&nbsp;</div>",https://forebears.io/forenames/eno,Eno,"95,935","1:1,851",,"114,467",Nigeria,Nigeria,"8,994th "
343,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/festus,Festus,"95,692","1:1,856","Fes'-tus, festival, joyful. The successor of Felix in the government of Judea. Acts xxv. 1.","187,825",Nigeria,Namibia,"5,581st "
344,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/lukman,Lukman,"95,592","1:1,858",,"285,917",Indonesia,Indonesia,"3,676th "
345,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/gladys,Gladys,"95,350","1:1,862","A female name. Welsh Gwladys, in use in Wales from at least the 6th C. Gladusa is found in Cumberland in 1207. It is commonly said that Gwladys is a Welsh form of the Latin Claudia (q.v.), and from an early date the Claudia mentioned in 2 Tim.","1,817,376",United States,Puerto Rico,360th 
346,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/nneka,Nneka,"95,157","1:1,866",,"97,846",Nigeria,Nigeria,"10,399th "
347, ,"<div class=""m"" style=""width:34px;"">&nbsp;</div>",https://forebears.io/forenames/abiola,Abiola,"94,897","1:1,871",,"102,436",Nigeria,Guyana,"9,965th "
348,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/yemisi,Yemisi,"94,706","1:1,875",,"95,747",Nigeria,Nigeria,"10,597th "
349,97%,"<div class=""m"" style=""width:97px;"">97%</div>",https://forebears.io/forenames/abdu,Abdu,"94,700","1:1,875",,"333,532",Nigeria,Libya,"3,125th "
350, ,"<div class=""m"" style=""width:27px;"">&nbsp;</div>",https://forebears.io/forenames/damilola,Damilola,"94,371","1:1,882",,"96,363",Nigeria,Nigeria,"10,542nd "
351,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/queen,Queen,"94,172","1:1,886",,"194,438",Nigeria,Zambia,"5,389th "
352,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/augustina,Augustina,"94,012","1:1,889",,"143,992",Nigeria,Dominica,"7,280th "
353,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/modu,Modu,"93,189","1:1,905",,"98,137",Nigeria,Nigeria,"10,370th "
354,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/desmond,Desmond,"92,787","1:1,914","A male name. Irish Deas-Mumhain, ‘South Munster’, came to be used first as a surname and then as a christian name in Ireland, and has recently come into use in England also.","289,628",Nigeria,Dominica,"3,629th "
355,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ahmadu,Ahmadu,"92,703","1:1,915",,"93,597",Nigeria,Nigeria,"10,808th "
356,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/ashiru,Ashiru,"92,329","1:1,923",,"94,183",Nigeria,Nigeria,"10,744th "
357,100%,"<div class=""m full"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/bashiru,Bashiru,"91,880","1:1,933",,"121,422",Nigeria,Sierra Leone,"8,519th "
358,88%,"<div class=""m"" style=""width:88px;"">88%</div>",https://forebears.io/forenames/effiong,Effiong,"91,701","1:1,936",,"91,985",Nigeria,Nigeria,"10,990th "
359,100%,"<div class=""f"" style=""width:100px;"">100%</div>",https://forebears.io/forenames/margaret,Margaret,"91,147","1:1,948","A female name. (French Marguerite, Margot, German Margarete, Margarethe, Gretel, Gretchen, Italian Margherita) Latin margarita from Greek μαργαρίτης ‘a pearl’; the ultimate origin of the word is believed to be Persian. St Margaret of Antioch, one of the Fourteen Holy Helpers, was supposed to have been martyred in the 3rd C, but nothing was known of her beyond that fact and her name, until apocryphal lives were written, which represented her as having overcome a dragon.","2,552,758",United States,Isle of Man,214th 
